"inventory","year","listings","city","median"
7.9,2010,1731,"Killeen-Fort Hood",125700
7.6,2010,1652,"Killeen-Fort Hood",133700
6.7,2011,1440,"Killeen-Fort Hood",119500
6.5,2011,1394,"Killeen-Fort Hood",115200
6.8,2011,1437,"Killeen-Fort Hood",114600
7.2,2011,1485,"Killeen-Fort Hood",115900
7.5,2011,1500,"Killeen-Fort Hood",120400
5.5,2011,1050,"Killeen-Fort Hood",128200
8.4,2011,1525,"Killeen-Fort Hood",125900
8.5,2011,1536,"Killeen-Fort Hood",127000
8.7,2011,1560,"Killeen-Fort Hood",130700
8.9,2011,1570,"Killeen-Fort Hood",124400
8.3,2011,1473,"Killeen-Fort Hood",128000
7.1,2011,1291,"Killeen-Fort Hood",125300
7.4,2012,1351,"Killeen-Fort Hood",133700
7.4,2012,1368,"Killeen-Fort Hood",135200
7.5,2012,1382,"Killeen-Fort Hood",120400
8.1,2012,1500,"Killeen-Fort Hood",134800
7.4,2012,1396,"Killeen-Fort Hood",140300
7,2012,1371,"Killeen-Fort Hood",135200
6.7,2012,1371,"Killeen-Fort Hood",139800
7.2,2012,1458,"Killeen-Fort Hood",131800
7.1,2012,1464,"Killeen-Fort Hood",128400
6.7,2012,1360,"Killeen-Fort Hood",129200
6.7,2012,1360,"Killeen-Fort Hood",147200
7.1,2013,1433,"Killeen-Fort Hood",125600
12,2013,2414,"Killeen-Fort Hood",131000
7.5,2013,1506,"Killeen-Fort Hood",123000
7.4,2013,1500,"Killeen-Fort Hood",126600
7.4,2013,1496,"Killeen-Fort Hood",124100
7.4,2013,1493,"Killeen-Fort Hood",132400
7.4,2013,1493,"Killeen-Fort Hood",130900
7.8,2013,1580,"Killeen-Fort Hood",121500
7.7,2013,1572,"Killeen-Fort Hood",118800
7.7,2013,1577,"Killeen-Fort Hood",122800
7,2013,1458,"Killeen-Fort Hood",127500
6.7,2013,1429,"Killeen-Fort Hood",146800
6.7,2014,1427,"Killeen-Fort Hood",111500
6.5,2014,1403,"Killeen-Fort Hood",118400
6.7,2014,1451,"Killeen-Fort Hood",116200
6.7,2014,1459,"Killeen-Fort Hood",123300
6.7,2014,1432,"Killeen-Fort Hood",123800
6.4,2014,1394,"Killeen-Fort Hood",125800
6.7,2014,1457,"Killeen-Fort Hood",128200
6.6,2014,1455,"Killeen-Fort Hood",132300
6.6,2014,1455,"Killeen-Fort Hood",118500
6.4,2014,1429,"Killeen-Fort Hood",124400
5.9,2014,1333,"Killeen-Fort Hood",133900
6,2014,1331,"Killeen-Fort Hood",127100
6.1,2015,1372,"Killeen-Fort Hood",114100
6.1,2015,1377,"Killeen-Fort Hood",128500
5.9,2015,1381,"Killeen-Fort Hood",122200
5.7,2015,1354,"Killeen-Fort Hood",130000
5.7,2015,1373,"Killeen-Fort Hood",141900
5.6,2015,1361,"Killeen-Fort Hood",135900
8.8,2008,766,"Laredo",124400
8.8,2008,767,"Laredo",120800
8.9,2008,751,"Laredo",117500
9.2,2008,771,"Laredo",116400
9.5,2008,799,"Laredo",120000
9.5,2008,788,"Laredo",130000
9.5,2008,795,"Laredo",137500
9.7,2008,805,"Laredo",111200
9.9,2008,808,"Laredo",115600
8.6,2008,709,"Laredo",124200
9.4,2009,759,"Laredo",110000
9,2009,725,"Laredo",117800
8.6,2009,687,"Laredo",112000
8.6,2009,697,"Laredo",118300
8.6,2009,695,"Laredo",120000
8.8,2009,695,"Laredo",131400
8.9,2009,721,"Laredo",122200
9.2,2009,744,"Laredo",117700
9.2,2009,745,"Laredo",126700
8.7,2009,710,"Laredo",117100
8.9,2010,735,"Laredo",109000
9,2010,748,"Laredo",105700
8.8,2010,730,"Laredo",128000
8.4,2010,692,"Laredo",123800
8,2010,694,"Laredo",107200
8,2010,716,"Laredo",115600
8.2,2010,723,"Laredo",117100
8.7,2010,756,"Laredo",115000
8.2,2010,706,"Laredo",97900
7.9,2010,681,"Laredo",132200
7.9,2010,663,"Laredo",126700
8.2,2011,682,"Laredo",140000
7.9,2011,659,"Laredo",126700
7.3,2011,629,"Laredo",121400
7.1,2011,613,"Laredo",115000
7,2011,577,"Laredo",105000
7.2,2011,578,"Laredo",131200
7.3,2011,600,"Laredo",110000
7.3,2011,603,"Laredo",127500
7.1,2011,599,"Laredo",130000
7,2011,591,"Laredo",130000
7,2011,578,"Laredo",123800
6.2,2011,513,"Laredo",130900
6.3,2012,532,"Laredo",123600
6.4,2012,539,"Laredo",125000
6.1,2012,504,"Laredo",140000
6.3,2012,513,"Laredo",132900
5.5,2012,458,"Laredo",110000
5.8,2012,493,"Laredo",124600
6,2012,502,"Laredo",147100
6.1,2012,503,"Laredo",140000
5.6,2012,456,"Laredo",154200
5.4,2012,459,"Laredo",145000
5.6,2012,484,"Laredo",142200
5.3,2012,464,"Laredo",132500
5.2,2013,458,"Laredo",121800
5.2,2013,469,"Laredo",131000
5.4,2013,487,"Laredo",122500
5.2,2013,480,"Laredo",135600
5.1,2013,457,"Laredo",130000
5.2,2013,461,"Laredo",142300
5.3,2013,478,"Laredo",150000
5.6,2013,522,"Laredo",137300
5.9,2013,550,"Laredo",144000
6,2013,547,"Laredo",162500
5.8,2013,531,"Laredo",135000
5.4,2013,493,"Laredo",140000
5.9,2014,528,"Laredo",137100
6,2014,538,"Laredo",152700
5.8,2014,527,"Laredo",158900
5.8,2014,523,"Laredo",123300
5.5,2014,516,"Laredo",142700
5.5,2014,524,"Laredo",142300
5.2,2014,498,"Laredo",139200
5.6,2014,527,"Laredo",135000
5.7,2014,539,"Laredo",168800
5.5,2014,521,"Laredo",143300
5.6,2014,539,"Laredo",149300
5.1,2014,501,"Laredo",145300
5.2,2015,512,"Laredo",136200
5.1,2015,507,"Laredo",141000
5.4,2015,540,"Laredo",142900
5.4,2015,546,"Laredo",149200
5.2,2015,529,"Laredo",154500
5.6,2015,556,"Laredo",154300
5.9,2015,591,"Laredo",151800
8.1,2000,1054,"Longview-Marshall",68100
8.4,2000,1090,"Longview-Marshall",85700
8.4,2000,1079,"Longview-Marshall",81100
8.2,2000,1078,"Longview-Marshall",78700
8.3,2000,1075,"Longview-Marshall",82700
8.2,2000,1075,"Longview-Marshall",82500
8.2,2000,1075,"Longview-Marshall",80600
7.4,2001,1063,"Longview-Marshall",83300
7.3,2001,1063,"Longview-Marshall",88000
7.2,2001,1063,"Longview-Marshall",81600
6.5,2001,962,"Longview-Marshall",82900
6.5,2001,961,"Longview-Marshall",86900
6.7,2001,998,"Longview-Marshall",79700
6.5,2001,974,"Longview-Marshall",82000
6.5,2001,998,"Longview-Marshall",79700
6,2002,943,"Longview-Marshall",93300
6.2,2004,1151,"Longview-Marshall",1e+05
6.1,2004,1154,"Longview-Marshall",87000
4.9,2004,940,"Longview-Marshall",95600
5.8,2005,1130,"Longview-Marshall",88100
5.9,2005,1148,"Longview-Marshall",88800
6,2005,1152,"Longview-Marshall",99600
6,2005,1170,"Longview-Marshall",96200
6,2005,1175,"Longview-Marshall",101600
6,2005,1180,"Longview-Marshall",100400
6,2005,1180,"Longview-Marshall",109300
5.9,2005,1180,"Longview-Marshall",101700
5.8,2005,1180,"Longview-Marshall",101500
5.7,2005,1175,"Longview-Marshall",104700
5.6,2005,1170,"Longview-Marshall",110000
5.6,2005,1170,"Longview-Marshall",96500
5.4,2006,1120,"Longview-Marshall",91200
5.1,2006,1069,"Longview-Marshall",101200
5,2006,1073,"Longview-Marshall",111500
5.2,2006,1113,"Longview-Marshall",117100
5.2,2006,1141,"Longview-Marshall",108000
4.6,2006,1016,"Longview-Marshall",108100
5.4,2006,1199,"Longview-Marshall",125400
4.6,2006,1010,"Longview-Marshall",127600
5.4,2006,1181,"Longview-Marshall",117500
5.2,2006,1158,"Longview-Marshall",101100
4.9,2006,1086,"Longview-Marshall",111200
4.9,2006,1091,"Longview-Marshall",109500
5,2007,1128,"Longview-Marshall",111200
4.5,2007,1023,"Longview-Marshall",110400
5.5,2007,1220,"Longview-Marshall",123600
5.4,2007,1223,"Longview-Marshall",135600
5.7,2007,1300,"Longview-Marshall",126100
5.8,2007,1312,"Longview-Marshall",126500
5.8,2007,1320,"Longview-Marshall",130500
5.2,2007,1194,"Longview-Marshall",119700
6.1,2007,1370,"Longview-Marshall",122400
6,2007,1320,"Longview-Marshall",120000
5.9,2007,1306,"Longview-Marshall",125000
5.7,2007,1238,"Longview-Marshall",120600
6.3,2008,1352,"Longview-Marshall",115300
6.2,2008,1325,"Longview-Marshall",114600
6.8,2008,1418,"Longview-Marshall",128300
7,2008,1439,"Longview-Marshall",125700
7.6,2008,1517,"Longview-Marshall",126100
7.8,2008,1544,"Longview-Marshall",136000
6.9,2008,1364,"Longview-Marshall",124800
7.7,2008,1491,"Longview-Marshall",123800
6.4,2008,1271,"Longview-Marshall",133100
6.2,2008,1216,"Longview-Marshall",118800
6.8,2008,1288,"Longview-Marshall",121200
6.5,2008,1236,"Longview-Marshall",115900
6.9,2009,1296,"Longview-Marshall",107800
7.2,2009,1327,"Longview-Marshall",118800
7.4,2009,1348,"Longview-Marshall",119400
8,2009,1415,"Longview-Marshall",128300
8.4,2009,1461,"Longview-Marshall",132600
8.6,2009,1474,"Longview-Marshall",129100
8.9,2009,1514,"Longview-Marshall",127000
9.1,2009,1529,"Longview-Marshall",130000
9,2009,1479,"Longview-Marshall",127200
8.9,2009,1452,"Longview-Marshall",121500
8.3,2009,1409,"Longview-Marshall",120700
8,2009,1361,"Longview-Marshall",116500
8.6,2010,1472,"Longview-Marshall",116200
8.9,2010,1507,"Longview-Marshall",120000
9.4,2010,1622,"Longview-Marshall",124200
9.1,2010,1636,"Longview-Marshall",120000
9.3,2010,1708,"Longview-Marshall",131800
9.2,2010,1707,"Longview-Marshall",132700
9.3,2010,1672,"Longview-Marshall",139400
9.1,2010,1653,"Longview-Marshall",128400
9.1,2010,1648,"Longview-Marshall",128600
8.8,2010,1577,"Longview-Marshall",127600
9,2010,1577,"Longview-Marshall",122900
8.8,2010,1529,"Longview-Marshall",125300
9.1,2011,1569,"Longview-Marshall",114300
9.4,2011,1621,"Longview-Marshall",124300
9.8,2011,1663,"Longview-Marshall",140000
10.3,2011,1724,"Longview-Marshall",129400
10.9,2011,1775,"Longview-Marshall",129600
11.3,2011,1802,"Longview-Marshall",132700
10.3,2011,1648,"Longview-Marshall",126000
10.1,2011,1648,"Longview-Marshall",126600
10,2011,1640,"Longview-Marshall",143000
9.8,2011,1596,"Longview-Marshall",139500
9.4,2011,1545,"Longview-Marshall",148000
9.5,2012,1555,"Longview-Marshall",124000
9.6,2012,1590,"Longview-Marshall",123000
9.5,2012,1585,"Longview-Marshall",137500
9.6,2012,1627,"Longview-Marshall",143100
9.6,2012,1630,"Longview-Marshall",147900
10.1,2012,1747,"Longview-Marshall",140700
9.8,2012,1717,"Longview-Marshall",147400
9.8,2012,1718,"Longview-Marshall",128300
9.8,2012,1743,"Longview-Marshall",128300
9.5,2012,1678,"Longview-Marshall",134100
9.2,2012,1644,"Longview-Marshall",132500
9.1,2012,1600,"Longview-Marshall",131700
9,2013,1620,"Longview-Marshall",114500
9,2013,1615,"Longview-Marshall",135000
9.1,2013,1655,"Longview-Marshall",139400
9.6,2013,1745,"Longview-Marshall",149200
10,2013,1826,"Longview-Marshall",144100
10.3,2013,1871,"Longview-Marshall",147100
10.5,2013,1914,"Longview-Marshall",152100
10,2013,1819,"Longview-Marshall",145000
10,2013,1794,"Longview-Marshall",141400
9.9,2013,1786,"Longview-Marshall",133300
9.8,2013,1755,"Longview-Marshall",135600
9.4,2013,1721,"Longview-Marshall",138200
9.7,2014,1755,"Longview-Marshall",133100
9.6,2014,1771,"Longview-Marshall",138900
10.2,2014,1883,"Longview-Marshall",135000
10.4,2014,1883,"Longview-Marshall",141700
10.6,2014,1931,"Longview-Marshall",151400
10.8,2014,1976,"Longview-Marshall",134200
10.8,2014,1996,"Longview-Marshall",135800
10.7,2014,1973,"Longview-Marshall",138000
10.3,2014,1912,"Longview-Marshall",146200
9.8,2014,1837,"Longview-Marshall",133000
9.1,2014,1718,"Longview-Marshall",140400
8.8,2014,1694,"Longview-Marshall",149600
9.1,2015,1766,"Longview-Marshall",131400
9.1,2015,1746,"Longview-Marshall",140000
9.4,2015,1807,"Longview-Marshall",154100
9.5,2015,1861,"Longview-Marshall",133900
9.5,2015,1861,"Longview-Marshall",152100
9.5,2015,1889,"Longview-Marshall",149400
9.3,2015,1879,"Longview-Marshall",146100
3.6,2000,723,"Lubbock",86000
3.8,2000,767,"Lubbock",82900
3.8,2000,764,"Lubbock",78200
3.8,2000,761,"Lubbock",81800
3.9,2000,778,"Lubbock",82100
3.8,2000,754,"Lubbock",84200
4.1,2000,798,"Lubbock",83400
4,2000,774,"Lubbock",82300
4.1,2000,801,"Lubbock",81600
4,2000,787,"Lubbock",87800
3.9,2000,763,"Lubbock",73600
3.7,2000,717,"Lubbock",76600
3.9,2001,767,"Lubbock",81700
4,2001,782,"Lubbock",77400
4.1,2001,810,"Lubbock",86200
4.2,2001,822,"Lubbock",82700
4.2,2001,833,"Lubbock",84300
4.3,2001,862,"Lubbock",80600
4.1,2001,836,"Lubbock",86300
4.2,2001,860,"Lubbock",83600
4.1,2001,850,"Lubbock",81100
3.9,2001,832,"Lubbock",88500
3.6,2001,769,"Lubbock",86900
3.2,2001,711,"Lubbock",86500
3.4,2002,753,"Lubbock",81300
3.1,2002,700,"Lubbock",80000
3.1,2002,681,"Lubbock",80500
2.8,2002,643,"Lubbock",88500
2.6,2002,598,"Lubbock",88400
2.8,2002,639,"Lubbock",91600
2.8,2002,655,"Lubbock",89500
2.9,2002,687,"Lubbock",92200
3,2002,718,"Lubbock",92400
3.2,2002,750,"Lubbock",88900
3.2,2002,753,"Lubbock",85700
2.9,2002,697,"Lubbock",92100
3,2003,727,"Lubbock",88700
3,2003,723,"Lubbock",87200
3,2003,711,"Lubbock",92600
3,2003,733,"Lubbock",92800
3.2,2003,757,"Lubbock",88900
3.3,2003,798,"Lubbock",94500
3.5,2003,853,"Lubbock",99300
3.7,2003,921,"Lubbock",98700
4,2003,990,"Lubbock",105700
4.1,2003,1027,"Lubbock",91500
4.1,2003,1030,"Lubbock",100500
3.8,2003,966,"Lubbock",96100
4.1,2004,1012,"Lubbock",89200
4.2,2004,1033,"Lubbock",94400
4.2,2004,1040,"Lubbock",94500
4.3,2004,1054,"Lubbock",92800
4.3,2004,1065,"Lubbock",93900
4.4,2004,1104,"Lubbock",98800
4.5,2004,1162,"Lubbock",100400
4.8,2004,1218,"Lubbock",95800
5,2004,1246,"Lubbock",96600
5.2,2004,1259,"Lubbock",101700
5,2004,1226,"Lubbock",101300
4.9,2004,1176,"Lubbock",100600
5.1,2005,1241,"Lubbock",86500
5.1,2005,1255,"Lubbock",95000
5.1,2005,1254,"Lubbock",96700
5,2005,1243,"Lubbock",98600
5.2,2005,1308,"Lubbock",99500
5.2,2005,1309,"Lubbock",105000
5.7,2005,1421,"Lubbock",99900
5.7,2005,1459,"Lubbock",93300
5.5,2005,1448,"Lubbock",98300
5.4,2005,1435,"Lubbock",101900
5.1,2005,1392,"Lubbock",112600
5.3,2005,1441,"Lubbock",98600
5,2006,1360,"Lubbock",85400
5,2006,1382,"Lubbock",107000
5.2,2006,1446,"Lubbock",94200
5.3,2006,1461,"Lubbock",99000
5.3,2006,1483,"Lubbock",97100
5.4,2006,1504,"Lubbock",100200
5.5,2006,1548,"Lubbock",108500
5.6,2006,1555,"Lubbock",107400
5.9,2006,1624,"Lubbock",101900
5.8,2006,1582,"Lubbock",98500
5.8,2006,1608,"Lubbock",104800
5.6,2006,1566,"Lubbock",103800
5.9,2007,1633,"Lubbock",101000
5.9,2007,1661,"Lubbock",103600
5.8,2007,1636,"Lubbock",102400
5.9,2007,1681,"Lubbock",100300
6,2007,1732,"Lubbock",101800
6.3,2007,1833,"Lubbock",107200
6.6,2007,1907,"Lubbock",111900
6.5,2007,1894,"Lubbock",104900
6.5,2007,1873,"Lubbock",97900
6.3,2007,1813,"Lubbock",109400
5.9,2007,1700,"Lubbock",1e+05
5.4,2007,1558,"Lubbock",101200
5.4,2008,1565,"Lubbock",107700
5.3,2008,1534,"Lubbock",101300
5.4,2008,1539,"Lubbock",104100
5.3,2008,1540,"Lubbock",108400
5.5,2008,1586,"Lubbock",113100
5.6,2008,1621,"Lubbock",107100
5.7,2008,1619,"Lubbock",110000
5.4,2008,1544,"Lubbock",116800
5.2,2008,1495,"Lubbock",113200
5.4,2008,1529,"Lubbock",116400
5.5,2008,1503,"Lubbock",103600
5.3,2008,1436,"Lubbock",116700
5.4,2009,1452,"Lubbock",108200
5.7,2009,1510,"Lubbock",112600
5.8,2009,1516,"Lubbock",108600
5.6,2009,1459,"Lubbock",115200
5.4,2009,1402,"Lubbock",111400
5.3,2009,1371,"Lubbock",115200
5.5,2009,1411,"Lubbock",110300
5.6,2009,1434,"Lubbock",115100
5.5,2009,1391,"Lubbock",111000
5.2,2009,1355,"Lubbock",114900
5.1,2009,1362,"Lubbock",107000
4.9,2009,1298,"Lubbock",116200
5.3,2010,1416,"Lubbock",108100
5.6,2010,1458,"Lubbock",110700
5.7,2010,1535,"Lubbock",109800
5.6,2010,1501,"Lubbock",114800
5.9,2010,1583,"Lubbock",114900
6.5,2010,1709,"Lubbock",116300
7,2010,1781,"Lubbock",113600
7.4,2010,1847,"Lubbock",111700
7.3,2010,1805,"Lubbock",126200
7.4,2010,1770,"Lubbock",114100
7.3,2010,1696,"Lubbock",118500
6.7,2010,1597,"Lubbock",112900
7,2011,1662,"Lubbock",110000
6.9,2011,1618,"Lubbock",102500
7.6,2011,1726,"Lubbock",116100
8.1,2011,1768,"Lubbock",106400
8.2,2011,1755,"Lubbock",114900
8.3,2011,1776,"Lubbock",120500
8,2011,1762,"Lubbock",119000
8,2011,1765,"Lubbock",125300
7.5,2011,1720,"Lubbock",120300
7.5,2011,1726,"Lubbock",114500
7.2,2011,1655,"Lubbock",123500
6.6,2011,1531,"Lubbock",118600
6.8,2012,1588,"Lubbock",112200
6.6,2012,1565,"Lubbock",115900
6.5,2012,1562,"Lubbock",120900
6.6,2012,1621,"Lubbock",113500
6.5,2012,1626,"Lubbock",121200
6.5,2012,1670,"Lubbock",125800
6.4,2012,1637,"Lubbock",121800
6.3,2012,1662,"Lubbock",119600
6.1,2012,1590,"Lubbock",122600
5.5,2012,1468,"Lubbock",123900
5.1,2012,1400,"Lubbock",123300
4.5,2012,1237,"Lubbock",124600
4.3,2013,1231,"Lubbock",119500
4.2,2013,1206,"Lubbock",124200
3.8,2013,1113,"Lubbock",124000
3.7,2013,1115,"Lubbock",120000
3.7,2013,1150,"Lubbock",128900
3.6,2013,1109,"Lubbock",125700
3.7,2013,1193,"Lubbock",128600
3.8,2013,1224,"Lubbock",130700
3.8,2013,1242,"Lubbock",132300
3.8,2013,1265,"Lubbock",130000
3.7,2013,1240,"Lubbock",125300
2.3,2014,774,"Lubbock",124300
3.1,2014,1043,"Lubbock",127600
3.4,2014,1105,"Lubbock",133900
3.1,2014,1014,"Lubbock",133500
3.2,2014,1020,"Lubbock",133400
3.2,2014,1015,"Lubbock",141900
3.6,2014,1120,"Lubbock",137300
3.3,2014,1042,"Lubbock",143300
3.1,2014,959,"Lubbock",140000
3.5,2014,1096,"Lubbock",136800
3.6,2014,1121,"Lubbock",132000
3.3,2014,1039,"Lubbock",133600
3.1,2015,979,"Lubbock",132400
3.4,2015,1046,"Lubbock",130600
3.1,2015,1011,"Lubbock",139100
3,2015,979,"Lubbock",137000
3.1,2015,1010,"Lubbock",140500
3.2,2015,1047,"Lubbock",141400
3.5,2015,1160,"Lubbock",141400
7.7,2000,343,"Lufkin",75000
7.9,2000,352,"Lufkin",75000
8.1,2000,354,"Lufkin",75000
8.6,2000,362,"Lufkin",86700
9,2000,362,"Lufkin",66700
8.5,2000,350,"Lufkin",67900
8,2000,341,"Lufkin",105000
8.3,2000,349,"Lufkin",82500
8.4,2001,349,"Lufkin",80000
9.8,2001,404,"Lufkin",87500
9.5,2001,397,"Lufkin",85000
10.6,2001,428,"Lufkin",86700
10.7,2001,448,"Lufkin",85000
10.1,2001,429,"Lufkin",87000
9.4,2001,417,"Lufkin",75800
10.1,2001,425,"Lufkin",81700
7.3,2002,370,"Lufkin",81200
11.9,2003,671,"Lufkin",75000
12.7,2003,711,"Lufkin",85000
14.4,2003,780,"Lufkin",81000
14.3,2004,764,"Lufkin",81700
14.5,2004,795,"Lufkin",86700
14,2004,786,"Lufkin",91200
14.9,2004,828,"Lufkin",78300
11.9,2005,720,"Lufkin",106700
8.4,2010,387,"Lufkin",121000
8.6,2010,398,"Lufkin",120000
9.3,2010,421,"Lufkin",140000
9.4,2010,420,"Lufkin",126700
9.3,2010,409,"Lufkin",124000
9,2010,387,"Lufkin",105000
9.2,2010,395,"Lufkin",143300
9,2010,384,"Lufkin",82500
9.4,2011,396,"Lufkin",83800
9.3,2011,392,"Lufkin",110000
9.5,2011,392,"Lufkin",125000
10.3,2011,417,"Lufkin",123300
10.4,2011,420,"Lufkin",102000
10.5,2011,428,"Lufkin",97500
10.1,2011,413,"Lufkin",120000
9.4,2011,399,"Lufkin",110000
9.2,2011,409,"Lufkin",108900
9,2011,400,"Lufkin",91700
9.2,2011,399,"Lufkin",89000
8.9,2011,374,"Lufkin",112500
9.1,2012,386,"Lufkin",124000
9.7,2012,415,"Lufkin",1e+05
9.5,2012,415,"Lufkin",106700
9.5,2012,418,"Lufkin",118300
9.5,2012,418,"Lufkin",136200
9.9,2012,434,"Lufkin",120000
10.2,2012,448,"Lufkin",123000
10.1,2012,442,"Lufkin",148300
10.4,2012,449,"Lufkin",127500
9.6,2012,417,"Lufkin",124000
9.5,2012,414,"Lufkin",136700
9.1,2012,407,"Lufkin",125000
8.8,2013,401,"Lufkin",111700
9.1,2013,417,"Lufkin",110000
9.3,2013,416,"Lufkin",145000
8.5,2013,404,"Lufkin",141200
8.7,2013,416,"Lufkin",120000
9.3,2013,439,"Lufkin",113800
9,2013,435,"Lufkin",140000
9.6,2013,453,"Lufkin",118000
9.4,2013,439,"Lufkin",110000
9.6,2013,450,"Lufkin",133300
9.3,2013,443,"Lufkin",116700
8.6,2013,413,"Lufkin",126700
8.7,2014,422,"Lufkin",120000
9.2,2014,441,"Lufkin",90000
9.4,2014,453,"Lufkin",126700
2.1,2014,99,"Lufkin",130000
10.4,2014,491,"Lufkin",118000
10.1,2014,491,"Lufkin",152500
10.1,2014,489,"Lufkin",135700
10,2014,489,"Lufkin",150000
9.6,2014,483,"Lufkin",134500
8.7,2014,454,"Lufkin",145700
8.5,2014,453,"Lufkin",125000
7.7,2014,410,"Lufkin",161400
7.6,2015,404,"Lufkin",134000
7.2,2015,387,"Lufkin",110000
7.4,2015,400,"Lufkin",134300
7.6,2015,413,"Lufkin",155000
7.6,2015,408,"Lufkin",140000
7.5,2015,408,"Lufkin",160000
7.3,2015,407,"Lufkin",145000
14.1,2000,1303,"McAllen",69400
13.7,2000,1295,"McAllen",73200
14,2000,1267,"McAllen",80000
13.6,2000,1288,"McAllen",78100
1.9,2000,186,"McAllen",82000
13.9,2000,1333,"McAllen",85800
5.5,2000,542,"McAllen",77700
5.4,2000,528,"McAllen",85000
24.4,2000,2413,"McAllen",84400
24.6,2000,2437,"McAllen",84600
9.6,2002,1263,"McAllen",89300
9.8,2002,1300,"McAllen",87900
9.4,2002,1267,"McAllen",90000
10,2003,1354,"McAllen",86800
9.7,2003,1326,"McAllen",86800
10.5,2004,1540,"McAllen",86500
10.2,2004,1535,"McAllen",88900
10.1,2004,1622,"McAllen",102500
13.5,2007,2573,"McAllen",106300
14.4,2008,2769,"McAllen",1e+05
14.1,2008,2759,"McAllen",97300
14.7,2008,2793,"McAllen",89100
15.1,2008,2848,"McAllen",100500
15.2,2008,2852,"McAllen",100400
15,2008,2823,"McAllen",105500
15.3,2008,2849,"McAllen",101300
14.8,2008,2764,"McAllen",106500
14.7,2008,2737,"McAllen",117100
14.1,2008,2631,"McAllen",108600
14.3,2008,2584,"McAllen",101100
13,2008,2333,"McAllen",89700
13.2,2009,2304,"McAllen",91200
13.2,2009,2230,"McAllen",90400
12.8,2009,2182,"McAllen",94700
12.3,2009,2085,"McAllen",89700
12.7,2009,2078,"McAllen",96800
13.1,2009,2176,"McAllen",110000
13.6,2009,2272,"McAllen",108700
13.9,2009,2230,"McAllen",104800
13.9,2009,2231,"McAllen",104100
13.6,2009,2188,"McAllen",101500
13.5,2009,2199,"McAllen",103300
12.6,2009,2053,"McAllen",100500
13.5,2010,2217,"McAllen",93800
13.1,2010,2148,"McAllen",96700
11.8,2010,2011,"McAllen",93800
14.4,2010,2556,"McAllen",104300
12.3,2010,2156,"McAllen",111000
12.5,2010,2185,"McAllen",122800
12.5,2010,2176,"McAllen",116400
12.7,2010,2146,"McAllen",102300
12.9,2010,2142,"McAllen",97000
13.9,2010,2315,"McAllen",106000
13.5,2010,2230,"McAllen",98100
13.6,2011,2233,"McAllen",1e+05
13.8,2011,2232,"McAllen",108200
14.3,2011,2218,"McAllen",98800
14.5,2011,2218,"McAllen",96000
14.4,2011,2141,"McAllen",114300
15.3,2011,2249,"McAllen",104100
15.5,2011,2244,"McAllen",109100
15.1,2011,2237,"McAllen",109700
14.9,2011,2244,"McAllen",96900
15.3,2011,2278,"McAllen",103600
15.3,2011,2265,"McAllen",115300
14.4,2011,2088,"McAllen",98800
15.2,2012,2171,"McAllen",104300
15.6,2012,2242,"McAllen",93100
15.4,2012,2187,"McAllen",102600
15.9,2012,2159,"McAllen",105000
15.3,2012,2191,"McAllen",97600
14.6,2012,2126,"McAllen",112100
14.3,2012,2154,"McAllen",105200
14.5,2012,2153,"McAllen",98200
14.6,2012,2165,"McAllen",108200
14.2,2012,2193,"McAllen",100600
14.1,2012,2176,"McAllen",121600
13,2012,2016,"McAllen",106900
13.6,2013,2147,"McAllen",110000
13.3,2013,2147,"McAllen",107100
13.8,2013,2216,"McAllen",107700
13.7,2013,2218,"McAllen",109300
14.1,2013,2247,"McAllen",112800
13.7,2013,2225,"McAllen",115800
13.9,2013,2254,"McAllen",123300
13.9,2013,2247,"McAllen",115000
13.6,2013,2204,"McAllen",114400
14,2013,2267,"McAllen",120000
14.2,2013,2308,"McAllen",115700
13.3,2013,2136,"McAllen",110600
14.1,2014,2248,"McAllen",99500
14,2014,2218,"McAllen",106200
13.7,2014,2198,"McAllen",119400
13.4,2014,2215,"McAllen",108800
13.9,2014,2270,"McAllen",113600
13.6,2014,2244,"McAllen",123700
13.8,2014,2297,"McAllen",128000
13.8,2014,2311,"McAllen",112900
13.4,2014,2254,"McAllen",125000
13.4,2014,2254,"McAllen",122000
13.1,2014,2206,"McAllen",113800
11.4,2014,2001,"McAllen",124000
11.6,2015,2068,"McAllen",118300
12.1,2015,2149,"McAllen",111400
12.4,2015,2175,"McAllen",118000
12.8,2015,2199,"McAllen",125800
12.8,2015,2227,"McAllen",125000
12.8,2015,2175,"McAllen",118000
13.4,2015,2304,"McAllen",128700
1.6,2006,268,"Midland",145900
1.6,2006,259,"Midland",137000
1.4,2006,231,"Midland",141800
1.6,2007,242,"Midland",150600
1.6,2007,249,"Midland",135600
1.6,2007,246,"Midland",148600
1.5,2007,235,"Midland",151100
1.7,2007,267,"Midland",163600
1.7,2007,254,"Midland",171500
1.7,2007,263,"Midland",156900
1.8,2007,279,"Midland",167500
1.9,2007,287,"Midland",167900
2,2007,301,"Midland",167600
2.2,2007,332,"Midland",152500
2.3,2007,346,"Midland",186000
2.3,2008,352,"Midland",165600
2.1,2008,321,"Midland",161400
1.9,2008,286,"Midland",177300
1.7,2008,264,"Midland",162400
1.9,2008,297,"Midland",164500
2.1,2008,332,"Midland",179500
2.4,2008,370,"Midland",182200
2.4,2008,382,"Midland",186900
